#sp   rion       Nb        pii      Viw
484 3.183372 1.129996 0.00552984 -170.230
485 3.168607 1.180291 0.00584782 -181.500
486 3.183832 1.130328 0.00553056 -169.975
487 3.184699 1.131383 0.00554181 -170.009
488 3.169254 1.182640 0.00585594 -181.550
489 3.172406 1.179126 0.00586634 -181.656
490 3.168415 1.180033 0.00583117 -181.315
491 3.280599 1.128820 0.00824739 -192.864
492 3.279919 1.128969 0.00822348 -192.850
493 2.966416 1.066736 0.00411589 -155.977
494 3.279730 1.126610 0.00822378 -192.613
495 2.966598 1.068232 0.00411532 -156.070
496 2.965910 1.066634 0.00411828 -156.005
497 2.967182 1.068403 0.00414228 -155.901
498 2.964273 1.068292 0.00411013 -155.961
499 3.262257 1.069847 0.00708342 -180.194
500 3.249723 0.831196 0.00741147 -175.890
501 3.250920 0.834275 0.00744082 -175.930
502 3.250313 0.830419 0.00741325 -175.439
503 3.237941 1.015571 0.00768120 -175.114
504 3.332996 0.947010 0.00973529 -179.643
505 3.331138 0.948696 0.00973127 -179.505
506 3.237512 1.015246 0.00767624 -174.764
507 3.239048 1.015170 0.00769387 -174.374
508 3.241140 0.963324 0.00796848 -177.803
509 3.238742 0.963998 0.00795009 -177.741
510 3.237555 1.015460 0.00768349 -174.652
511 3.238541 1.015213 0.00768868 -174.408
512 3.240909 0.964252 0.00796327 -177.949
513 3.240299 0.965183 0.00795993 -177.902
514 3.365158 1.001655 0.00859623 -194.892
515 3.241370 0.964978 0.00797744 -178.219
516 3.241875 0.964599 0.00797949 -178.088
517 3.065552 1.010081 0.00557406 -173.993
518 3.239291 0.964910 0.00796361 -177.499
519 3.238879 0.964115 0.00794980 -177.643
520 3.238439 0.964317 0.00793410 -177.821
521 3.240661 0.962402 0.00797009 -177.538
522 3.066204 1.009601 0.00557776 -173.938
523 3.240537 0.964007 0.00796935 -177.855
524 3.068073 1.009576 0.00558689 -174.300
525 3.063961 1.010011 0.00555330 -173.973
526 3.063855 1.009919 0.00554703 -173.771
527 3.065104 1.010218 0.00557432 -173.927
528 2.796194 1.007302 0.00376831 -160.080
529 2.795619 1.007043 0.00376867 -159.407
530 2.797729 1.007199 0.00377941 -159.483
531 2.797219 1.007341 0.00377438 -159.747
532 3.063431 1.009768 0.00555279 -174.105
533 3.066305 1.009864 0.00558062 -174.231
534 3.066610 1.009316 0.00558098 -173.912
535 2.797268 1.007348 0.00377819 -159.697
536 2.798034 1.007219 0.00376866 -159.775
537 3.065659 1.009852 0.00557744 -174.127
538 3.066086 1.009697 0.00558555 -174.255
539 2.798018 1.007124 0.00379034 -160.102
540 3.063437 1.010000 0.00556087 -173.847
541 3.066074 1.009724 0.00558368 -174.115
542 3.412862 0.862469 0.00905831 -182.686
543 3.690430 0.974807 0.01142868 -197.456
544 3.474640 0.808504 0.00807928 -199.850
545 3.475525 0.805971 0.00809039 -199.975
546 3.329787 1.008365 0.00845793 -182.142
547 3.330054 1.008400 0.00845867 -181.663
548 3.331661 1.008230 0.00846916 -182.134
549 3.373160 1.001054 0.00782969 -172.599
550 3.651026 0.995806 0.01186777 -192.372
551 3.567363 1.022700 0.01344079 -191.713
552 3.565499 1.022547 0.01342415 -191.513
553 3.707160 0.962099 0.01142535 -173.176
554 3.566380 1.022636 0.01343301 -191.583
555 3.710182 0.962864 0.01146237 -172.920
556 3.708761 0.962582 0.01144293 -173.095
557 3.708111 0.962567 0.01144308 -173.189
558 3.709318 0.962276 0.01145757 -173.349
559 3.707384 0.962485 0.01140471 -172.921
560 3.806709 1.003284 0.01734893 -186.248
561 3.807173 1.003484 0.01733899 -186.640
562 3.807308 1.003614 0.01735306 -186.344
563 3.692645 0.995952 0.01349935 -188.049
564 3.807089 1.003658 0.01733546 -186.177
565 3.807160 1.003083 0.01732395 -186.494
566 3.691846 0.996167 0.01351218 -187.601
567 3.759316 0.976260 0.01238607 -180.682
568 3.685179 1.024893 0.01229006 -191.863
569 3.757096 0.976791 0.01234502 -180.886
570 3.759933 0.976366 0.01238573 -180.749
571 3.759605 0.976279 0.01236599 -180.692
572 3.759370 0.976099 0.01236190 -180.803
573 3.759491 0.976676 0.01236422 -180.494
574 3.687655 1.049483 0.01591074 -202.004
575 3.688240 1.048937 0.01591099 -202.054
576 3.689210 1.048935 0.01592519 -201.723
577 3.722241 1.012933 0.01486668 -208.059
578 4.080340 1.033645 0.01878996 -215.430
579 3.723997 1.085127 0.01245887 -204.552
580 3.611171 1.036394 0.01273630 -187.523
581 3.611311 1.036929 0.01272598 -187.465
582 3.722920 1.084506 0.01245775 -204.980
583 3.614721 1.036041 0.01274774 -187.591
584 3.725199 1.083249 0.01245420 -204.529
