#sp   rion       Nb        pii      Viw
461 3.532662 0.990857 0.00934036 -180.095
462 3.533556 0.990459 0.00933201 -180.046
463 3.533765 0.990503 0.00936130 -180.242
464 3.317357 1.057658 0.00664915 -184.336
465 3.386529 1.049907 0.01070267 -186.324
466 3.315029 1.056992 0.00661279 -183.974
467 3.316490 1.055416 0.00660867 -183.901
468 3.316918 1.056024 0.00662816 -183.913
469 3.256386 0.820415 0.00689407 -163.596
470 3.318014 1.056610 0.00663440 -184.158
471 3.398031 0.987400 0.00677126 -187.883
472 3.183293 1.130103 0.00553645 -170.016
473 3.397835 0.987759 0.00676496 -187.653
474 3.399281 0.986912 0.00678495 -187.741
475 3.399916 0.986846 0.00678720 -187.724
476 3.183206 1.129966 0.00553428 -170.589
477 3.399599 0.987484 0.00678338 -187.795
478 3.183660 1.131458 0.00552634 -170.041
479 3.184610 1.129441 0.00553485 -170.030
480 3.399782 0.987163 0.00678027 -187.669
481 3.183526 1.131008 0.00554089 -170.133
482 3.183358 1.131941 0.00553584 -170.141
483 3.170567 1.195043 0.00660965 -175.086
484 3.184126 1.131393 0.00553729 -169.965
485 3.172624 1.177988 0.00586644 -181.750
486 3.183666 1.131063 0.00553658 -170.249
487 3.182799 1.130010 0.00552533 -170.204
488 3.171975 1.175653 0.00585832 -181.682
489 3.168823 1.179169 0.00584791 -181.520
490 3.172813 1.178251 0.00588317 -181.906
491 3.278611 1.126777 0.00818758 -192.626
492 3.279292 1.126642 0.00821179 -192.618
493 2.966168 1.067683 0.00413014 -155.996
494 3.279482 1.128981 0.00821148 -192.815
495 2.965986 1.066202 0.00413080 -155.868
496 2.966673 1.067751 0.00412757 -156.002
497 2.965403 1.065932 0.00410365 -156.062
498 2.968310 1.066059 0.00413574 -155.981
499 3.260999 1.068268 0.00707052 -180.432
500 3.250030 0.831568 0.00741870 -175.513
501 3.248831 0.828534 0.00738986 -175.555
502 3.249439 0.832425 0.00741737 -176.036
503 3.239498 1.015022 0.00769898 -174.580
504 3.331020 0.949866 0.00972819 -179.748
505 3.332878 0.948210 0.00973221 -179.890
506 3.239928 1.015342 0.00770440 -174.793
507 3.238392 1.015418 0.00768670 -175.096
508 3.239309 0.964905 0.00795669 -177.874
509 3.241708 0.964244 0.00797510 -177.804
510 3.239885 1.015128 0.00769706 -174.889
511 3.238898 1.015377 0.00769188 -175.180
512 3.239541 0.963988 0.00796190 -177.700
513 3.240153 0.963034 0.00796524 -177.695
514 3.363935 1.001346 0.00860533 -195.381
515 3.239080 0.963245 0.00794779 -177.397
516 3.238575 0.963643 0.00794574 -177.620
517 3.065402 1.009533 0.00557143 -174.259
518 3.241158 0.963322 0.00796163 -178.128
519 3.241572 0.964130 0.00797545 -178.013
520 3.242012 0.963935 0.00799118 -177.787
521 3.239789 0.965787 0.00795514 -177.990
522 3.064750 1.010013 0.00556770 -174.315
523 3.239913 0.964246 0.00795591 -177.740
524 3.062881 1.010033 0.00555858 -173.936
525 3.066993 1.009615 0.00559236 -174.267
526 3.067098 1.009706 0.00559865 -174.491
527 3.065850 1.009404 0.00557135 -174.342
528 2.798225 1.007216 0.00377747 -159.447
529 2.798800 1.007475 0.00377715 -160.122
530 2.796690 1.007320 0.00376638 -160.043
531 2.797200 1.007177 0.00377138 -159.872
532 3.067524 1.009855 0.00559285 -174.138
533 3.064648 1.009761 0.00556502 -174.001
534 3.064343 1.010312 0.00556464 -174.390
535 2.797151 1.007170 0.00376758 -159.854
536 2.796386 1.007299 0.00377714 -159.807
537 3.065294 1.009771 0.00556821 -174.172
538 3.064868 1.009930 0.00556009 -174.074
539 2.796401 1.007393 0.00375549 -159.439
540 3.067517 1.009624 0.00558479 -174.377
541 3.064882 1.009903 0.00556198 -174.139
542 3.416191 0.860139 0.00909939 -182.375
543 3.688188 0.974726 0.01140035 -197.538
544 3.474977 0.808741 0.00809741 -200.097
545 3.474090 0.811262 0.00808634 -200.048
546 3.329743 1.008424 0.00844646 -181.789
547 3.329476 1.008390 0.00844573 -182.323
548 3.327870 1.008563 0.00843524 -181.811
549 3.375971 1.001161 0.00785828 -172.636
550 3.649572 0.996681 0.01187424 -193.149
551 3.564621 1.022682 0.01337692 -191.738
552 3.566485 1.022827 0.01339326 -191.938
553 3.709223 0.963655 0.01144941 -172.974
554 3.565604 1.022738 0.01338440 -191.867
555 3.706201 0.962893 0.01141239 -173.183
556 3.707622 0.963178 0.01143185 -173.088
557 3.708271 0.963162 0.01143173 -173.008
558 3.707066 0.963452 0.01141720 -172.820
559 3.708999 0.963242 0.01147014 -173.202
560 3.808020 1.003489 0.01733868 -186.494
561 3.807556 1.003289 0.01734862 -186.126
562 3.807421 1.003156 0.01733483 -186.406
563 3.691836 0.995971 0.01349859 -186.983
564 3.807639 1.003111 0.01735244 -186.597
565 3.807569 1.003688 0.01736396 -186.267
566 3.692636 0.995754 0.01348580 -187.437
567 3.758825 0.976844 0.01236320 -180.827
568 3.688361 1.023707 0.01228455 -192.519
569 3.761045 0.976315 0.01240432 -180.675
570 3.758209 0.976740 0.01236361 -180.794
571 3.758537 0.976829 0.01238332 -180.898
572 3.758771 0.977002 0.01238743 -180.738
573 3.758650 0.976427 0.01238512 -180.944
574 3.690048 1.048511 0.01592695 -202.302
575 3.689462 1.049064 0.01592706 -202.180
576 3.688493 1.049068 0.01591290 -202.593
577 3.727070 1.012449 0.01490177 -208.343
578 4.076824 1.035024 0.01870772 -215.521
579 3.723613 1.083757 0.01245384 -204.764
580 3.614451 1.035765 0.01273884 -187.623
581 3.614309 1.035230 0.01274915 -187.553
582 3.724688 1.084393 0.01245515 -204.266
583 3.610899 1.036109 0.01272739 -187.475
584 3.722410 1.085641 0.01245877 -204.723
585 3.722789 1.084827 0.01244311 -204.474
586 3.613637 1.036061 0.01277023 -187.319
587 3.613145 1.035967 0.01272832 -187.571
588 3.677799 0.956905 0.01302353 -198.472
589 3.645849 0.992479 0.01397646 -203.975
590 3.677040 0.954139 0.01300109 -198.042
591 3.645596 0.992868 0.01395458 -204.586
592 3.644999 0.992643 0.01396079 -204.215
593 3.648305 1.021068 0.01422235 -204.803
594 3.950038 1.007580 0.01905533 -228.209
595 4.031192 1.012868 0.01699074 -203.780
596 3.759388 1.013433 0.01482269 -215.695
597 4.033446 1.012898 0.01700405 -203.906
598 3.761110 1.013387 0.01484969 -215.965
599 3.812620 1.036862 0.01634250 -202.215
600 3.688101 1.017328 0.01265959 -209.711
601 3.814044 1.037729 0.01637622 -202.366
602 3.926508 1.075598 0.01743591 -222.829
